food_name,energy_kcal ,fat_g,saturates_g,carbohydrate_g,sugars_g,starch_g,fibre_g,protein_g,salt_g
"Salad, wholemeal pasta, with vegetables and mayonnaise",136,7.5,1.10,12.6,2.3,10.1,2.7,3.3,0.18
Salami,439,39.2,14.60,0.5,0.5,0.0,0.4,20.9,3.83
Salami snack,505,44.0,16.79,1.9,1.9,0.0,0.5,25.1,4.00
"Salmis of pheasant, homemade",106,5.6,N,2.2,1.4,0.8,0.4,9.9,0.55
"Salmon en croute, retail",N,19.1,N,16.4,0.9,15.5,N,12.1,0.48
"Salmon, farmed, flesh only, baked",232,14.6,2.76,0.0,0.0,0.0,0.0,25.2,0.12
"Salmon, farmed, flesh only, grilled",239,15.6,2.95,0.0,0.0,0.0,0.0,24.6,0.12
"Salmon, farmed, flesh only, grilled, weighed with bones and skin",208,13.6,2.57,0.0,0.0,0.0,0.0,21.4,0.11
"Salmon, farmed, flesh only, raw",217,15.0,2.77,0.0,0.0,0.0,0.2,20.4,0.11
"Salmon, farmed, flesh only, steamed",261,18.5,3.50,0.0,0.0,0.0,0.0,23.6,0.13
"Salmon, farmed, flesh only, steamed, fillets weighed with bones and skin",227,16.1,3.04,0.0,0.0,0.0,0.0,20.6,0.11
"Salmon, pink, canned in brine, drained",138,4.8,0.92,0.0,0.0,0.0,0.0,23.6,0.88
"Salmon, red, canned in brine, drained",160,7.3,1.43,0.0,0.0,0.0,0.0,23.5,1.08
"Salmon, red, canned in brine, skinless and boneless, drained",153,6.7,1.28,0.0,0.0,0.0,0.0,23.2,0.95
"Salmon, smoked (cold-smoked)",184,10.1,2.15,0.5,0.5,0.0,0.0,22.8,2.96
"Salmon, smoked (hot-smoked)",185,8.8,1.94,1.1,1.1,0.0,0.0,25.4,2.12
"Salmon, wild, baked",215,12.1,2.53,0.0,0.0,0.0,0.0,26.5,0.15
"Salmon, wild, flesh only, raw",179,10.1,2.11,0.0,0.0,0.0,0.0,22.1,0.12
"Salmon, wild, grilled",210,11.8,2.47,0.0,0.0,0.0,0.0,25.9,0.14
"Salmon, wild, steamed",205,11.6,2.42,0.0,0.0,0.0,0.0,25.3,0.14
"Salsify, flesh only, boiled in unsalted water",30,0.4,0.00,3.8,1.3,2.5,3.5,1.1,0.01
"Salsify, flesh only, raw",33,0.3,0.00,4.6,1.4,3.2,3.3,1.4,0.01
Salt,0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,98.25
"Salted fish, Chinese, bones removed, steamed",155,2.2,0.58,0.0,0.0,0.0,0.0,33.9,13.90
"Sambar, homemade",54,0.9,0.17,7.2,1.8,5.4,2.4,3.1,1.11
"Samosas, lamb, baked, homemade",288,17.5,3.39,20.2,1.3,18.9,2.3,11.3,0.10
"Samosas, lamb, deep fried in rapeseed oil, homemade",379,31.5,3.72,14.7,0.9,13.8,1.7,8.3,0.07
"Samosas, vegetable, retail",221,9.3,1.09,27.4,2.6,24.8,3.5,5.1,0.98
"Sandwich, white bread, bacon, lettuce and tomato",233,11.9,2.46,21.9,2.2,19.7,1.5,8.7,1.19
"Sandwich, white bread, cheddar cheese and pickle",284,14.4,7.42,25.5,4.5,21.0,1.5,12.3,1.48
"Sandwich, white bread, chicken salad",174,4.9,1.16,20.6,2.0,18.5,1.4,11.1,0.59
"Sandwich, white bread, egg mayonnaise",245,11.2,1.89,25.9,2.1,23.8,1.5,9.3,0.81
"Sandwich, white bread, ham salad",166,4.1,0.94,22.9,2.4,20.5,1.6,8.6,1.01
"Sandwich, white bread, tuna mayonnaise",238,10.2,1.29,22.9,1.8,21.1,1.4,13.0,0.88
"Sapodilla, flesh only",86,0.9,0.19,15.3,14.6,0.7,5.3,0.6,0.02
"Sardines, canned in brine, drained",170,9.1,2.61,0.0,0.0,0.0,0.0,22.1,0.92
"Sardines, canned in olive oil, drained",220,14.1,3.33,0.0,0.0,0.0,0.0,23.3,1.00
"Sardines, canned in sunflower oil, drained",220,14.1,3.21,0.0,0.0,0.0,0.0,23.3,1.00
"Sardines, canned in tomato sauce, whole contents",175,10.8,2.89,0.9,0.9,0.0,0.0,18.5,0.79
"Sardines, flesh only, grilled",172,7.8,2.35,0.0,0.0,0.0,0.0,25.4,0.44
"Sardines, flesh only, grilled, weighed with skin and bones",108,4.9,1.48,0.0,0.0,0.0,0.0,16.0,0.28
"Sardines, flesh only, raw",134,6.1,1.83,0.0,0.0,0.0,0.0,19.8,0.34
"Sauce, cheese, packet mix, dry",486,28.4,17.60,37.4,5.3,32.1,1.7,19.3,6.75
"Sauce, Chinese cook in, sweet & sour",98,1.0,0.00,21.3,18.8,2.5,0.8,0.5,0.63
"Sauce, Chinese stir fry",96,1.3,0.12,19.2,16.2,2.9,0.9,1.4,1.43
"Sauce, curry, onion, with butter, homemade",248,24.7,15.49,4.3,4.3,0.0,1.6,1.2,0.57
"Sauce, curry, onion, with vegetable oil, homemade",294,30.0,1.96,4.1,4.1,0.0,1.6,1.0,0.03
"Sauce, curry, sweet, UK type, homemade",93,5.7,1.37,8.4,5.6,2.8,1.9,1.2,0.03
"Sauce, curry, tomato and onion, homemade",204,19.2,1.30,5.1,4.6,0.5,2.0,1.8,0.07
"Sauce, dry, casserole mix",N,3.9,N,62.8,11.9,50.9,N,9.7,13.50
"Sauce, dry, casserole mix, made up",N,0.4,N,6.7,1.2,5.5,N,1.1,1.48
"Sauce, duck a l'orange",65,3.7,2.10,6.5,1.7,4.8,0.0,0.5,1.00
"Sauce, Indian cook in, korma/tikka masala",139,9.5,4.41,10.3,7.1,3.2,2.5,1.8,0.68
"Sauce, pasta, carbonara type",153,13.0,7.67,3.5,0.8,2.7,1.3,4.9,0.85
"Sauce, pasta, four cheese",131,9.7,5.73,5.3,1.8,3.5,1.3,5.0,0.81
"Sauce, pasta, tomato based, for bolognese",49,1.3,0.21,6.8,6.0,0.7,2.0,1.5,0.73
"Sauce, pasta, tomato based, napoletana",70,3.8,0.54,6.4,6.3,0.2,2.3,1.4,0.73
"Sauce, pasta, tomato based, reduced fat",38,0.3,0.06,6.5,5.5,1.0,2.0,1.4,0.58
"Sauce, pasta, tomato based, with added vegetables",52,2.1,0.29,5.6,5.0,0.5,2.4,1.4,0.58
"Sauce, pasta, white, with ham and mushrooms, homemade",133,10.6,6.60,1.1,1.0,0.1,0.4,8.1,0.50
"Sauce, sweet and sour, take-away",N,3.4,N,31.9,27.1,4.8,N,0.2,0.38
"Sauce, tomato and mushroom, homemade",46,2.0,0.19,4.7,4.6,0.2,1.5,1.6,0.02
"Sauce, tomato based, homemade",69,4.5,0.63,5.0,4.9,0.1,1.3,1.5,0.02
"Sauce, traditional cook in, tomato based",46,1.0,0.15,7.6,4.7,2.8,1.5,0.9,0.75
"Sauce, traditional cook in, white sauce based",110,8.6,1.69,5.4,2.7,2.5,2.3,1.6,0.93
"Sauces, Indian cook in, other",73,3.2,0.50,8.5,6.0,2.4,2.5,1.4,0.75
Sauerkraut,13,0.0,0.00,1.1,1.1,0.0,2.2,1.1,1.48
"Sausage roll, flaky pastry, ready-to-eat, retail",356,24.1,10.36,24.6,1.3,23.3,3.4,8.4,1.44
"Sausage rolls, short pastry, homemade",400,28.8,10.65,23.4,2.0,21.4,3.3,10.1,0.94
"Sausages, beef, fried in vegetable oil",270,17.4,7.57,9.9,2.5,7.4,1.6,17.6,1.23
"Sausages, beef, grilled",267,17.2,7.90,10.1,2.3,7.8,1.6,17.2,1.25
"Sausages, beef, raw",261,19.5,7.59,7.8,2.5,5.3,1.5,12.8,0.95
"Sausages, pork, chilled, fried in vegetable oil",312,23.9,8.50,9.2,1.5,7.6,2.1,13.9,1.60
"Sausages, pork, chilled, grilled",297,22.1,8.00,9.0,1.4,7.5,2.3,14.5,1.60
"Sausages, pork, frozen, fried in vegetable oil",319,24.8,8.80,9.1,0.5,8.6,2.1,13.8,1.60
"Sausages, pork, frozen, grilled",293,21.2,7.60,9.6,0.5,9.1,2.3,14.8,1.60
"Sausages, pork, raw",314,25.0,9.15,8.8,2.6,6.2,2.8,11.9,1.18
"Sausages, pork, reduced fat, fried in vegetable oil",144,5.7,1.92,7.2,1.6,5.6,2.3,14.8,1.40
"Sausages, pork, reduced fat, grilled",164,6.1,2.24,9.9,3.3,6.6,2.5,16.1,1.70
"Sausages, pork, reduced fat, raw",145,5.6,2.09,8.1,3.4,4.7,2.3,14.4,1.25
"Sausages, premium, fried in vegetable oil",249,19.5,7.54,2.4,1.0,1.4,0.6,15.8,1.40
"Sausages, premium, grilled",267,21.1,8.03,2.2,0.9,1.3,0.6,16.8,1.43
"Sausages, premium, raw",255,21.0,8.17,2.5,1.5,1.0,0.5,13.8,1.25
"Sausages, vegetarian, baked/grilled",191,9.4,2.33,8.5,1.3,2.6,6.6,14.9,1.38
"Saveloy, unbattered, takeaway",295,22.3,7.50,9.4,1.3,8.1,0.8,13.8,2.88
"Scallops, steamed",105,1.4,0.40,0.0,0.0,0.0,0.0,23.2,0.45
"Scampi, coated in breadcrumbs, baked",233,10.5,0.85,22.1,0.8,21.4,1.5,11.6,1.40
"Scampi, coated in breadcrumbs, fried in sunflower oil",243,13.0,1.15,20.2,0.7,19.5,1.4,10.6,1.28
"Scampi, in breadcrumbs, frozen, fried in rapeseed oil",243,13.0,1.02,20.2,0.7,19.5,1.4,10.6,1.28
"Scones, cheese, homemade",359,16.4,7.18,41.4,1.8,39.5,2.1,10.5,1.65
"Scones, fruit, retail",342,11.2,6.30,52.1,18.2,33.9,2.9,6.9,1.00
"Scones, fruit, wholemeal, homemade",330,11.1,3.65,47.1,13.7,33.5,4.8,8.1,1.36
"Scones, plain, homemade",354,12.7,4.40,51.1,5.1,45.9,2.4,7.7,1.59
"Scones, plain, retail",350,12.3,6.37,50.9,12.2,38.6,2.2,7.8,1.48
"Scones, potato, homemade",280,13.6,4.61,33.4,1.2,32.2,1.9,5.1,1.63
"Scones, wholemeal, homemade",327,12.3,4.08,42.6,5.2,37.4,5.8,8.7,1.51
"Scotch broth, homemade",75,3.5,1.60,3.7,1.7,2.0,0.9,6.8,0.06
"Scotch eggs, retail",243,16.0,4.30,11.9,0.0,11.9,1.7,12.0,0.83
"Scotch pancakes, homemade",270,9.8,3.43,37.6,7.2,30.4,1.7,6.9,0.53
"Scotch pancakes, retail",276,9.6,0.74,40.2,20.6,19.5,1.9,6.3,1.05
Seafood selection,76,1.5,0.30,0.0,0.0,0.0,0.0,15.6,1.55
Seafood sticks,101,1.9,0.29,13.8,4.6,9.2,0.0,7.3,1.79
"Seakale, stem only, boiled in unsalted water",9,0.0,0.00,0.6,0.6,0.0,0.4,1.4,0.01
"Seaweed, Irish moss, raw",32,0.2,0.00,0.0,0.0,0.0,12.3,1.5,0.17
"Seaweed, kombu, dried, raw",160,1.6,0.50,0.0,0.0,0.0,58.7,7.1,4.58
"Seaweed, nori, dried, raw",225,1.5,0.40,0.0,0.0,0.0,44.4,30.7,1.98
"Seaweed, wakame, dried, raw",165,2.4,0.30,0.0,0.0,0.0,47.1,12.4,8.05
"Semolina, raw",349,1.6,0.23,70.7,0.5,70.3,2.9,11.6,0.00
"Sesame prawn toast, takeaway",388,29.8,3.84,15.3,0.8,12.6,3.6,12.9,1.18
Sesame seeds,641,58.0,10.48,0.8,0.4,0.5,14.9,21.5,0.05
"Sev/ganthia, homemade",480,25.1,1.87,40.5,1.8,38.7,8.4,18.7,0.01
"Sevyian, homemade",121,3.1,1.86,19.0,13.0,6.0,1.0,3.8,0.10
"Shallots, raw",26,0.2,0.00,3.2,3.2,0.0,2.5,1.5,0.03
"Shandy, 50% lager, homemade",24,0.0,0.00,2.9,2.9,0.0,0.0,0.2,0.02
"Shandy, bottled or canned",25,0.0,0.00,4.9,4.9,0.0,0.0,0.0,0.02
"Shark, raw",102,1.1,0.20,0.0,0.0,0.0,0.0,22.9,0.35
"Sharon fruit, flesh only",91,0.0,0.00,18.6,18.6,0.0,5.9,0.8,0.01
"Shepherd's pie, homemade",108,5.4,2.04,8.5,0.8,7.7,0.9,5.9,0.58
"Shepherd's pie, vegetable",115,3.9,0.30,14.2,1.5,12.7,2.4,4.6,0.01
"Shepherd's pie, vegetable, retail",103,4.9,2.00,12.1,1.7,10.4,1.2,1.9,0.53
"Sherry, medium",117,0.0,0.00,5.9,5.9,0.0,0.0,0.1,0.07
Shish kebab in pitta bread with salad,151,4.1,1.51,14.1,1.3,12.8,1.2,13.9,0.75
"Shish kebab, meat only",206,10.0,3.90,0.0,0.0,0.0,0.0,29.0,1.28
"Shish kebabs, with onions and peppers, homemade",203,15.2,5.60,3.1,3.0,0.1,1.2,12.8,0.11
Shortbread,517,29.0,17.45,57.1,14.9,42.3,2.2,5.9,0.80
"Shortcake, caramel, chocolate covered, retail",473,27.3,15.18,50.6,34.8,15.8,2.3,5.2,0.65
"Shrimps, boiled",117,2.4,0.40,0.0,0.0,0.0,0.0,23.8,9.60
"Shrimps, boiled, weighed with shells",38,0.8,0.10,0.0,0.0,0.0,0.0,7.8,3.18
"Shrimps, canned in brine, drained",94,1.2,0.20,0.0,0.0,0.0,0.0,20.8,2.45
"Shrimps, dried",245,2.4,0.40,0.0,0.0,0.0,0.0,55.8,10.83
"Shrimps, frozen",73,0.8,0.10,0.0,0.0,0.0,0.0,16.5,0.95
"Skate, grilled",113,0.5,0.10,0.0,0.0,0.0,0.0,27.0,0.38
"Skate, grilled, weighed with bones",83,0.3,0.00,0.0,0.0,0.0,0.0,20.0,0.28
"Skate, raw",90,0.4,0.00,0.0,0.0,0.0,0.0,21.6,0.30
Smartie-type sweets,N,17.5,10.40,70.3,67.4,2.8,N,5.4,0.15
Smoothies,52,0.1,0.00,11.8,11.3,0.5,1.0,0.5,0.00
"Sole, flesh only, grilled, fillets weighed with skin",71,0.5,0.12,0.0,0.0,0.0,0.0,16.6,0.29
"Sorbet, fruit",100,0.3,N,23.7,22.3,0.0,1.0,0.2,0.03
"Souffle, cheese, homemade",231,16.8,7.38,8.2,2.0,6.2,0.4,11.5,0.67
"Souffle, plain, homemade",177,11.9,4.02,9.6,2.3,7.3,0.4,7.8,0.40
"Soup, broccoli and stilton, carton, chilled",N,3.1,1.69,3.4,1.3,2.1,N,2.3,0.50
"Soup, carrot and coriander, carton, chilled",47,2.6,1.38,4.6,3.0,1.5,1.0,0.9,0.45
"Soup, carrot and orange, homemade",24,0.5,0.22,3.6,3.3,0.0,1.7,0.3,0.03
"Soup, chicken noodle, dried",304,4.8,N,45.9,4.2,41.6,4.3,17.1,9.35
"Soup, chicken noodle, dried, as served",18,0.3,N,2.6,0.2,2.5,0.2,1.0,0.55
"Soup, chicken, cream of, canned",58,3.8,0.60,4.1,1.1,3.1,0.0,1.7,0.60
"Soup, chicken, cream of, canned, condensed",85,5.8,0.80,5.5,1.3,4.2,0.0,2.6,1.23
"Soup, cream of tomato, canned",53,2.0,0.27,7.6,5.4,2.2,0.6,0.9,0.61
"Soup, French onion, homemade",41,2.2,0.19,3.7,3.7,0.0,1.3,0.9,0.58
"Soup, gazpacho, homemade",47,3.6,0.50,2.6,2.5,0.1,0.7,0.8,0.32
"Soup, goulash, homemade",110,5.8,1.10,6.2,1.9,4.3,1.2,7.8,1.36
"Soup, instant, dried, as purchased",393,13.4,8.70,59.5,16.8,26.5,5.6,5.9,5.94
"Soup, instant, dried, as served",38,1.3,0.84,5.8,1.6,2.5,0.5,0.6,0.57
"Soup, lentil, canned",48,0.2,N,7.8,1.2,6.6,1.2,3.1,0.50
"Soup, lentil, homemade",119,4.8,2.81,12.2,1.8,10.5,1.4,5.9,0.15
"Soup, low calorie, canned",35,0.7,0.20,5.9,2.4,3.5,0.7,0.9,0.43
"Soup, minestrone, canned",33,0.2,0.10,6.2,1.8,4.4,0.9,1.1,0.50
"Soup, minestrone, homemade",59,2.3,0.64,6.9,1.5,5.5,0.9,2.2,0.97
"Soup, mulligatawny, homemade",96,6.4,3.68,7.2,2.9,4.4,0.8,1.9,1.16
"Soup, mushroom, carton, chilled",48,2.7,1.43,4.3,1.3,3.0,0.3,1.5,0.70
"Soup, mushroom, cream of, canned",47,3.0,0.50,3.6,0.8,2.8,0.1,1.3,0.58
"Soup, oxtail, canned",44,1.7,0.60,4.7,0.9,3.8,0.1,2.4,0.55
"Soup, pea and ham, homemade",73,2.2,1.07,8.5,1.4,7.1,1.4,4.1,0.59
"Soup, potato and leek, homemade",50,2.2,1.32,5.6,1.4,4.3,0.8,1.6,0.12
"Soup, tomato, carton, chilled",41,1.9,0.86,4.2,3.3,0.9,1.4,0.9,0.50
"Soup, vegetable, canned",42,0.6,N,6.9,2.5,4.4,1.5,1.4,0.58
"Soup, vegetable, homemade",57,4.2,2.41,3.4,1.8,1.4,0.9,0.9,0.79
"Soy sauce, light and dark varieties",81,0.0,0.00,17.3,15.9,1.4,0.0,3.0,13.75
"Spaghetti bolognese, homemade",154,6.1,2.15,15.8,1.9,13.9,1.2,8.4,0.23
"Spaghetti bolognese, retail, meat and sauce only, reheated",111,5.7,2.30,5.1,3.0,2.1,0.9,9.3,0.73
"Spaghetti bolognese, retail, reheated, with spaghetti",128,2.8,1.06,18.3,1.9,16.5,1.2,6.8,0.46
"Spinach, baby, boiled in unsalted water",22,0.7,0.19,0.2,0.0,0.2,1.2,3.3,0.11
"Spinach, baby, raw",19,0.6,0.08,0.2,0.0,0.2,1.0,2.6,0.08
"Spinach, dried",250,6.9,0.90,13.5,12.7,0.8,18.2,24.3,3.05
"Spinach, frozen, boiled in unsalted water",25,0.8,0.10,0.4,0.2,0.2,2.1,3.1,0.04
"Spinach, mature, boiled in unsalted water",24,0.8,0.10,0.9,0.9,0.0,2.1,2.2,0.30
"Spinach, mature, raw",29,0.8,0.10,1.6,1.5,0.1,2.1,2.8,0.35
"Spirits, 40% volume",222,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.00
"Sprats, fried",415,35.0,5.30,0.0,0.0,0.0,0.0,24.9,0.60
"Sprats, fried, weighed with bones",249,21.0,3.20,0.0,0.0,0.0,0.0,14.9,0.35
"Sprats, raw",172,11.0,2.20,0.0,0.0,0.0,0.0,18.3,0.50
"Spring greens, boiled in unsalted water",25,0.7,0.10,1.6,1.4,0.2,2.6,1.9,0.03
"Spring greens, raw",40,1.0,0.10,3.1,2.7,0.4,3.4,3.0,0.05
"Spring onions, bulbs and tops, raw",28,0.5,0.10,3.0,2.8,0.2,1.9,2.0,0.02
"Spring onions, bulbs only, raw",42,0.0,0.00,8.5,8.5,0.0,1.9,0.9,0.03
"Spring rolls, meat, takeaway",245,16.4,3.81,16.7,1.8,10.9,2.0,6.5,1.21
"Squash, acorn, baked",60,0.1,0.00,11.4,1.6,9.8,4.4,1.1,0.01
"Squash, acorn, raw",41,0.1,0.00,8.1,1.0,7.1,2.3,0.8,0.01
"Squash, butternut, baked",44,0.2,0.00,8.1,8.1,0.0,2.1,1.4,0.00
"Squash, butternut, boiled in unsalted water",27,0.1,0.00,4.9,4.9,0.0,1.3,0.9,0.00
"Squash, butternut, raw",39,0.1,0.00,7.5,4.4,3.1,2.0,1.1,0.01
"Squash, spaghetti, baked",25,0.3,0.10,3.9,3.4,0.5,2.1,0.7,0.05
"Squash, spaghetti, raw",29,0.6,0.10,4.1,3.6,0.5,2.3,0.6,0.04
"Squid, dried",295,4.6,1.00,0.0,0.0,0.0,0.0,63.3,2.35
"Squid, raw",77,1.7,0.40,0.0,0.0,0.0,0.0,15.4,0.28
Star fruit,43,0.3,0.10,7.2,7.1,0.2,2.8,0.5,0.01
"Steak and kidney pudding, homemade",213,10.9,5.76,17.5,0.8,16.7,0.9,10.9,0.22
"Stew, beef, homemade",109,4.6,1.53,4.5,1.9,2.3,1.1,11.9,0.65
"Stew, beef, made with lean beef, homemade",97,3.1,0.86,4.5,1.9,2.3,1.1,12.3,0.65
"Stew, beef, with dumplings, homemade",191,10.0,4.83,14.6,1.6,13.1,0.9,10.2,0.60
"Stew, Irish, homemade",122,6.2,2.89,8.5,2.0,6.5,1.5,7.4,0.29
"Stew, Irish, made with lean lamb, homemade",108,4.9,2.23,7.7,1.8,5.9,1.5,7.6,0.07
"Stir-fry beef with green peppers and blackbean sauce, takeaway",103,5.6,1.37,2.5,1.0,1.5,,10.5,1.44
"Stock cubes, beef",276,9.2,3.51,30.5,1.8,28.7,0.0,17.8,36.40
"Stock cubes, chicken",290,15.4,3.76,21.9,7.7,14.2,0.6,15.6,40.75
"Stock cubes, chicken, made up with water",9,0.5,0.11,0.6,0.2,0.4,0.0,0.6,1.45
"Stock cubes, vegetable",301,17.3,3.76,21.9,7.7,14.2,1.8,13.5,42.00
Stock gel,166,3.6,1.74,25.7,5.6,20.1,1.8,6.7,16.13
"Stock, chicken, ready made, retail",12,0.2,0.10,0.2,0.1,0.1,0.3,2.3,0.56
"Stout, Guinness",37,0.0,0.00,3.0,3.0,0.0,0.0,0.4,0.02
"Strawberries, raw",42,0.5,0.04,6.1,6.1,0.0,3.8,0.6,0.00
"Strudel, fruit filled, retail, frozen",254,13.5,5.02,27.3,10.5,16.7,5.4,3.0,N
"Stuffing mix, dried",345,5.2,2.40,61.4,4.3,57.1,6.8,9.9,3.65
"Stuffing mix, dried, assorted flavours, made up",99,1.5,0.80,17.6,1.3,16.4,1.7,2.8,1.05
"Stuffing, sage and onion, homemade",256,13.3,4.15,27.0,5.3,20.7,2.3,5.9,0.66
"Suet, shredded",826,86.7,49.90,11.0,0.2,10.8,0.6,0.0,0.00
"Suet, vegetable, reduced fat",718,65.7,32.80,28.4,1.4,27.0,1.3,2.5,0.03
"Sugar apple, flesh only",81,0.3,0.05,15.8,14.7,1.1,4.4,1.6,0.02
"Sugar, brown",386,0.0,0.00,96.5,96.5,0.0,0.0,0.1,0.08
"Sugar, Demerara",400,0.0,0.00,99.5,99.5,0.0,0.0,0.5,0.01
"Sugar, icing",399,0.0,0.00,99.9,98.9,1.0,0.0,0.0,0.03
"Sugar, white",400,0.0,0.00,100.0,100.0,0.0,0.0,0.0,0.01
Sultanas,298,0.4,0.06,69.4,69.4,0.0,2.7,2.7,0.05
Sunflower seeds,606,47.5,6.58,17.0,1.6,14.8,8.6,23.4,0.01
"Sunflower seeds, toasted",629,49.2,6.80,16.9,1.7,15.2,11.1,24.1,0.01
"Sushi, salmon nigiri",152,2.5,0.48,23.1,3.1,19.9,1.2,8.7,0.90
"Sushi, tuna nigiri",170,2.5,0.68,27.8,4.5,23.2,1.2,8.4,0.83
"Sushi, vegetable",149,1.3,N,30.2,6.8,23.3,1.6,3.4,1.30
"Swede, flesh only, boiled in unsalted water",33,0.1,0.00,5.8,5.7,0.1,3.0,0.7,0.01
"Swede, flesh only, raw",31,0.3,0.00,5.0,4.9,0.1,2.9,0.7,0.04
"Sweet and sour chicken, takeaway",N,10.0,1.29,18.7,10.5,8.0,N,7.6,0.65
"Sweet and sour pork, battered, takeaway",244,13.9,2.33,21.2,11.3,9.9,1.2,7.8,0.62
"Sweet and sour pork, homemade",175,8.3,1.99,10.7,7.5,3.2,0.5,12.7,0.71
Sweet potato and onion layer,121,1.8,1.04,21.7,6.6,15.1,2.2,3.4,0.17
"Sweet potato, baked",125,0.4,0.20,26.1,13.9,12.2,5.2,1.6,0.13
"Sweet potato, flesh only, boiled in unsalted water",64,0.2,0.07,12.3,9.0,3.3,2.7,1.7,0.09
"Sweet potato, raw, flesh only",92,0.3,0.10,19.7,5.5,14.2,2.5,1.2,0.10
"Sweet potato, steamed",89,0.3,0.10,19.0,8.0,10.9,2.7,1.1,0.09
"Sweet potato, wedges, flesh and skin, baked in rapeseed oil",151,3.9,0.43,23.4,18.0,5.4,5.2,2.9,0.17
"Sweetbread, lamb, fried in corn oil",217,11.4,3.52,0.0,0.0,0.0,0.0,28.7,0.13
"Sweetbread, lamb, raw",131,7.8,3.00,0.0,0.0,0.0,0.0,15.3,0.19
"Sweetcorn kernels, canned in water, drained",85,1.7,0.27,13.0,7.2,5.6,3.1,2.6,0.00
"Sweetcorn, baby, boiled in unsalted water",38,0.6,0.13,4.5,3.8,0.7,2.4,2.2,0.00
"Sweetcorn, baby, stir-fried in rapeseed oil",92,6.0,0.49,5.3,4.4,0.8,2.8,2.5,0.00
"Sweetcorn, dried",280,7.1,0.93,33.1,9.4,23.1,14.6,13.5,0.01
"Sweetcorn, kernels, boiled 'on the cob' in unsalted water",78,1.9,0.25,8.9,2.5,6.2,5.1,3.6,0.00
"Sweetcorn, kernels, boiled 'on the cob' in unsalted water, weighed with core",46,1.1,0.15,5.2,1.5,3.6,3.0,2.1,0.00
"Sweetcorn, kernels, 'on-the-cob', raw, weighed with core",40,1.1,0.12,4.5,1.2,3.2,1.4,2.0,0.00
"Sweetcorn, kernels, raw",66,1.8,0.20,7.5,2.0,5.4,2.3,3.4,0.00
"Sweets, boiled",334,0.0,0.00,83.4,83.0,0.4,0.0,0.0,0.06
"Sweets, chew sweets",380,6.0,3.57,80.5,52.2,0.0,0.0,0.9,0.08
"Sweets, sherbert",360,0.0,0.00,89.4,89.4,0.0,0.0,0.6,N
"Swordfish, flesh only, grilled",139,5.2,1.20,0.0,0.0,0.0,0.0,22.9,0.43
"Swordfish, flesh only, grilled, weighed with bones and skin",123,4.6,1.10,0.0,0.0,0.0,0.0,20.4,0.38
"Swordfish, flesh only, raw",109,4.1,0.90,0.0,0.0,0.0,0.0,18.0,0.33
"Syrup, corn, dark",288,0.0,0.00,72.1,27.5,15.6,0.0,0.0,0.40
"Syrup, golden",311,0.0,0.00,77.3,77.3,0.0,0.0,0.3,0.68
"Szechuan prawns with vegetables, takeaway",85,4.7,0.66,2.4,0.8,1.1,1.2,7.8,1.34
Tabouleh,N,4.6,0.29,15.6,0.6,15.0,N,2.8,0.01
Tahini paste,639,58.9,8.40,0.8,0.4,0.5,9.3,21.8,0.05
"Tamarillos, flesh and seeds",36,0.3,0.10,4.6,4.6,0.0,3.3,2.0,0.00
Tamarind,248,0.3,0.10,56.5,38.8,17.7,5.1,2.3,0.04
"Tamarind leaves, fresh",118,2.1,0.78,16.5,0.5,16.0,5.1,5.8,0.03
"Tamarind pulp, flesh only",278,0.3,0.06,62.9,62.9,0.0,5.3,3.2,0.06
"Tannia, raw",102,0.4,0.08,22.3,0.2,22.1,2.3,1.3,0.01
"Tapioca, raw",350,0.1,0.00,86.4,0.0,86.4,0.9,0.4,0.01
Taramasalata,516,52.9,4.10,6.7,1.1,5.6,0.3,3.2,1.13
"Taro leaves, raw",43,0.9,0.20,2.6,2.2,0.4,3.7,4.4,0.01
"Taro leaves, steamed",24,0.5,0.10,1.4,1.2,0.2,2.0,2.4,0.01
"Taro, baked",142,0.2,0.02,29.4,1.3,28.2,7.9,1.7,0.01
"Taro, boiled in unsalted water",99,0.2,0.02,20.5,1.0,19.5,5.1,1.2,0.01
"Taro, raw",113,0.2,0.02,23.9,1.1,22.8,5.1,1.4,0.01
"Taro, steamed",107,0.2,0.02,22.4,1.1,21.4,5.1,1.3,0.01
"Tarragon, dried, ground",326,7.2,1.88,38.9,8.2,30.7,7.4,22.8,0.16
"Tarragon, fresh",53,1.1,0.29,5.7,1.2,4.5,3.5,3.4,0.02
"Tart, bakewell, homemade",461,30.4,8.80,38.3,21.9,16.5,1.5,7.7,0.53
"Tart, custard, large, homemade",276,17.4,6.63,22.9,5.4,17.5,1.7,6.1,0.37
"Tart, mincemeat, one crust, homemade",396,17.9,N,54.6,37.5,17.1,1.7,3.4,0.30
Tartare sauce,298,24.6,1.60,17.6,16.0,1.5,0.6,1.3,2.70
"Tartlets, strawberry, homemade",207,10.1,6.18,25.2,7.4,17.8,2.2,2.6,0.22
"Tarts, bakewell, iced, retail",416,16.8,6.94,62.2,43.4,18.8,1.1,3.4,0.33
"Tarts, custard, individual",264,14.3,5.87,26.7,13.5,13.2,1.1,6.7,0.29
