food_label,years,unit,amount
Apples,2000,t,208800.0
Apples,2001,t,211800.0
Apples,2002,t,179400.0
Apples,2003,t,143900.0
Apples,2004,t,170400.0
Apples,2005,t,218100.0
Apples,2006,t,269239.0
Apples,2007,t,243100.0
Apples,2008,t,242900.0
Apples,2009,t,229000.0
Apples,2010,t,235450.0
Apples,2011,t,239890.0
Apples,2012,t,203550.0
Apples,2013,t,398500.0
Apples,2014,t,451400.0
Apples,2015,t,459600.0
Apples,2016,t,481100.0
Apples,2017,t,535300.0
Apples,2018,t,548721.0
Apples,2019,t,610443.91
Apples,2020,t,631597.46
Apples,2021,t,392459.39
Apples,2022,t,470123.78
Apples,2023,t,407769.78
Asparagus,2000,t,1670.0
Asparagus,2001,t,1500.0
Asparagus,2002,t,1700.0
Asparagus,2003,t,1700.0
Asparagus,2004,t,1700.0
Asparagus,2005,t,2300.0
Asparagus,2006,t,2400.0
Asparagus,2007,t,3000.0
Asparagus,2008,t,3218.0
Asparagus,2009,t,3500.0
Asparagus,2010,t,3900.0
Asparagus,2011,t,5100.0
Asparagus,2012,t,5370.0
Asparagus,2013,t,4920.0
Asparagus,2014,t,5792.0
Asparagus,2015,t,5393.0
Asparagus,2016,t,5855.0
Asparagus,2017,t,4958.0
Asparagus,2018,t,4984.0
Asparagus,2019,t,5023.0
Asparagus,2020,t,5262.0
Asparagus,2021,t,4317.56
Asparagus,2022,t,4044.87
Asparagus,2023,t,4703.38
Barley,2000,t,6492000.0
Barley,2001,t,6660000.0
Barley,2002,t,6128000.0
Barley,2003,t,6360000.0
Barley,2004,t,5799000.0
Barley,2005,t,5495000.0
Barley,2006,t,5239000.0
Barley,2007,t,5079000.0
Barley,2008,t,6144000.0
Barley,2009,t,6668000.0
Barley,2010,t,5252000.0
Barley,2011,t,5494000.0
Barley,2012,t,5522000.0
Barley,2013,t,7092000.0
Barley,2014,t,6911000.0
Barley,2015,t,7370000.0
Barley,2016,t,6655000.0
Barley,2017,t,7169000.0
Barley,2018,t,6510000.0
Barley,2019,t,8048000.0
Barley,2020,t,8117000.0
Barley,2021,t,6961000.0
Barley,2022,t,7385000.0
Barley,2023,t,6963000.0
"Beer of barley, malted",2000,t,5527900.0
"Beer of barley, malted",2001,t,5680200.0
"Beer of barley, malted",2002,t,5667200.0
"Beer of barley, malted",2003,t,5801400.0
"Beer of barley, malted",2004,t,5745900.0
"Beer of barley, malted",2005,t,5625500.0
"Beer of barley, malted",2006,t,5376300.0
"Beer of barley, malted",2007,t,5134100.0
"Beer of barley, malted",2008,t,4946900.0
"Beer of barley, malted",2009,t,4514100.0
"Beer of barley, malted",2010,t,4499700.0
"Beer of barley, malted",2011,t,4569400.0
"Beer of barley, malted",2012,t,4296200.0
"Beer of barley, malted",2013,t,4195600.0
"Beer of barley, malted",2014,t,4120400.0
"Beer of barley, malted",2015,t,4405400.0
"Beer of barley, malted",2016,t,4373400.0
"Beer of barley, malted",2017,t,4048000.0
"Beer of barley, malted",2018,t,4073000.0
"Beer of barley, malted",2019,t,3924700.0
"Beer of barley, malted",2020,t,3221700.0
"Beer of barley, malted",2021,t,3838200.0
"Beer of barley, malted",2022,t,3752000.0
"Broad beans and horse beans, dry",2000,t,180000.0
"Broad beans and horse beans, dry",2001,t,86000.0
"Broad beans and horse beans, dry",2002,t,110000.0
"Broad beans and horse beans, dry",2003,t,170000.0
"Broad beans and horse beans, dry",2004,t,113500.0
"Broad beans and horse beans, dry",2005,t,100000.0
"Broad beans and horse beans, dry",2006,t,120000.0
"Broad beans and horse beans, dry",2007,t,110000.0
"Broad beans and horse beans, dry",2008,t,100000.0
"Broad beans and horse beans, dry",2009,t,180000.0
"Broad beans and horse beans, dry",2010,t,350000.0
"Broad beans and horse beans, dry",2011,t,300000.0
"Broad beans and horse beans, dry",2012,t,250000.0
"Broad beans and horse beans, dry",2013,t,270000.0
"Broad beans and horse beans, dry",2014,t,382671.91
"Broad beans and horse beans, dry",2015,t,463777.46
"Broad beans and horse beans, dry",2016,t,651000.0
"Broad beans and horse beans, dry",2017,t,770700.0
"Broad beans and horse beans, dry",2018,t,401960.0
"Broad beans and horse beans, dry",2019,t,547800.0
"Broad beans and horse beans, dry",2020,t,554020.0
"Broad beans and horse beans, dry",2021,t,694235.0
"Broad beans and horse beans, dry",2022,t,635277.0
"Broad beans and horse beans, dry",2023,t,685264.0
"Broad beans and horse beans, green",2000,t,12900.0
"Broad beans and horse beans, green",2001,t,11000.0
"Broad beans and horse beans, green",2002,t,10300.0
"Broad beans and horse beans, green",2003,t,27300.0
"Broad beans and horse beans, green",2004,t,22080.0
"Broad beans and horse beans, green",2005,t,22550.0
"Broad beans and horse beans, green",2006,t,22080.0
"Broad beans and horse beans, green",2007,t,22310.0
"Broad beans and horse beans, green",2008,t,21390.0
"Broad beans and horse beans, green",2009,t,26680.0
"Broad beans and horse beans, green",2010,t,27140.0
"Broad beans and horse beans, green",2011,t,11283.0
"Broad beans and horse beans, green",2012,t,11505.0
"Broad beans and horse beans, green",2013,t,14481.0
"Broad beans and horse beans, green",2014,t,12876.0
"Broad beans and horse beans, green",2015,t,14867.0
"Broad beans and horse beans, green",2016,t,36000.0
"Broad beans and horse beans, green",2017,t,30000.0
"Broad beans and horse beans, green",2018,t,30000.0
"Broad beans and horse beans, green",2019,t,32000.0
"Broad beans and horse beans, green",2020,t,30666.67
"Broad beans and horse beans, green",2021,t,30888.89
"Broad beans and horse beans, green",2022,t,31185.19
"Broad beans and horse beans, green",2023,t,30913.58
Butter of cow milk,2000,t,132000.0
Butter of cow milk,2001,t,126000.0
Butter of cow milk,2002,t,136000.0
Butter of cow milk,2003,t,131000.0
Butter of cow milk,2004,t,122000.0
Butter of cow milk,2005,t,130000.0
Butter of cow milk,2006,t,117000.0
Butter of cow milk,2007,t,120000.0
Butter of cow milk,2008,t,111000.0
Butter of cow milk,2009,t,118000.0
Butter of cow milk,2010,t,120000.0
Butter of cow milk,2011,t,130000.0
Butter of cow milk,2012,t,145000.0
Butter of cow milk,2013,t,145000.0
Butter of cow milk,2014,t,143000.0
Butter of cow milk,2015,t,145000.0
Butter of cow milk,2016,t,143000.0
Butter of cow milk,2017,t,161000.0
Butter of cow milk,2018,t,152000.0
Butter of cow milk,2019,t,194000.0
Butter of cow milk,2020,t,200000.0
Butter of cow milk,2021,t,214100.0
Butter of cow milk,2022,t,208600.0
Cabbages,2000,t,321500.0
Cabbages,2001,t,336900.0
Cabbages,2002,t,286700.0
Cabbages,2003,t,285000.0
Cabbages,2004,t,267000.0
Cabbages,2005,t,309400.0
Cabbages,2006,t,305800.0
Cabbages,2007,t,258600.0
Cabbages,2008,t,279100.0
Cabbages,2009,t,277500.0
Cabbages,2010,t,291700.0
Cabbages,2011,t,281300.0
Cabbages,2012,t,267800.0
Cabbages,2013,t,271400.0
Cabbages,2014,t,283000.0
Cabbages,2015,t,332317.0
Cabbages,2016,t,283071.0
Cabbages,2017,t,275522.0
Cabbages,2018,t,214818.0
Cabbages,2019,t,192297.66
Cabbages,2020,t,211064.59
Cabbages,2021,t,200011.0
Cabbages,2022,t,177265.13
Cabbages,2023,t,166339.48
Carrots and turnips,2000,t,857900.0
Carrots and turnips,2001,t,901800.0
Carrots and turnips,2002,t,822300.0
Carrots and turnips,2003,t,698900.0
Carrots and turnips,2004,t,768100.0
Carrots and turnips,2005,t,813200.0
Carrots and turnips,2006,t,701259.0
Carrots and turnips,2007,t,752277.0
Carrots and turnips,2008,t,719270.0
Carrots and turnips,2009,t,718700.0
Carrots and turnips,2010,t,763100.0
Carrots and turnips,2011,t,694104.0
Carrots and turnips,2012,t,674418.0
Carrots and turnips,2013,t,729074.0
Carrots and turnips,2014,t,754697.0
Carrots and turnips,2015,t,730977.0
Carrots and turnips,2016,t,839013.0
Carrots and turnips,2017,t,957036.0
Carrots and turnips,2018,t,850113.0
Carrots and turnips,2019,t,904402.95
Carrots and turnips,2020,t,878801.6
Carrots and turnips,2021,t,888851.08
Carrots and turnips,2022,t,872581.09
Carrots and turnips,2023,t,822761.72
Cattle,2000,An,11133000.0
Cattle,2001,An,10600000.0
Cattle,2002,An,10343000.0
Cattle,2003,An,10517000.0
Cattle,2004,An,10551000.0
Cattle,2005,An,10770200.0
Cattle,2006,An,10579000.0
Cattle,2007,An,10304000.0
Cattle,2008,An,10107000.0
Cattle,2009,An,10025000.0
Cattle,2010,An,10112000.0
Cattle,2011,An,9933000.0
Cattle,2012,An,9900000.0
Cattle,2013,An,9844000.0
Cattle,2014,An,9837000.0
Cattle,2015,An,9919000.0
Cattle,2016,An,10033000.0
Cattle,2017,An,10004000.0
Cattle,2018,An,9892000.0
Cattle,2019,An,9739000.0
Cattle,2020,An,9615000.0
Cattle,2021,An,9603000.0
Cattle,2022,An,9631892.0
Cattle,2023,An,9555426.0
"Cattle fat, unrendered",2000,t,60055.56
"Cattle fat, unrendered",2001,t,54944.44
"Cattle fat, unrendered",2002,t,59118.52
"Cattle fat, unrendered",2003,t,59544.44
"Cattle fat, unrendered",2004,t,61248.15
"Cattle fat, unrendered",2005,t,64911.11
"Cattle fat, unrendered",2006,t,72175.79
"Cattle fat, unrendered",2007,t,75133.33
"Cattle fat, unrendered",2008,t,73429.63
"Cattle fat, unrendered",2009,t,70959.26
"Cattle fat, unrendered",2010,t,77348.15
"Cattle fat, unrendered",2011,t,79733.33
"Cattle fat, unrendered",2012,t,75388.89
"Cattle fat, unrendered",2013,t,72151.85
"Cattle fat, unrendered",2014,t,74707.41
"Cattle fat, unrendered",2015,t,75388.89
"Cattle fat, unrendered",2016,t,77944.44
"Cattle fat, unrendered",2017,t,77092.59
"Cattle fat, unrendered",2018,t,78540.74
"Cattle fat, unrendered",2019,t,77859.26
"Cattle fat, unrendered",2020,t,79392.59
"Cattle fat, unrendered",2021,t,77194.81
"Cattle fat, unrendered",2022,t,78660.0
"Cattle fat, unrendered",2023,t,76717.78
Cauliflowers and broccoli,2000,t,217900.0
Cauliflowers and broccoli,2001,t,167000.0
Cauliflowers and broccoli,2002,t,169500.0
Cauliflowers and broccoli,2003,t,188000.0
Cauliflowers and broccoli,2004,t,233800.0
Cauliflowers and broccoli,2005,t,220400.0
Cauliflowers and broccoli,2006,t,195500.0
Cauliflowers and broccoli,2007,t,190400.0
Cauliflowers and broccoli,2008,t,188900.0
Cauliflowers and broccoli,2009,t,186200.0
Cauliflowers and broccoli,2010,t,188400.0
Cauliflowers and broccoli,2011,t,180100.0
Cauliflowers and broccoli,2012,t,156300.0
Cauliflowers and broccoli,2013,t,160000.0
Cauliflowers and broccoli,2014,t,160900.0
Cauliflowers and broccoli,2015,t,163000.0
Cauliflowers and broccoli,2016,t,151779.0
Cauliflowers and broccoli,2017,t,159011.0
Cauliflowers and broccoli,2018,t,146841.0
Cauliflowers and broccoli,2019,t,154039.94
Cauliflowers and broccoli,2020,t,185082.37
Cauliflowers and broccoli,2021,t,171092.54
Cauliflowers and broccoli,2022,t,143270.1
Cauliflowers and broccoli,2023,t,134327.77
Cheese from whole cow milk,2000,t,340000.0
Cheese from whole cow milk,2001,t,395000.0
Cheese from whole cow milk,2002,t,371000.0
Cheese from whole cow milk,2003,t,352000.0
Cheese from whole cow milk,2004,t,359000.0
Cheese from whole cow milk,2005,t,391000.0
Cheese from whole cow milk,2006,t,393300.0
Cheese from whole cow milk,2007,t,373700.0
Cheese from whole cow milk,2008,t,343400.0
Cheese from whole cow milk,2009,t,360000.0
Cheese from whole cow milk,2010,t,372500.0
Cheese from whole cow milk,2011,t,390600.0
Cheese from whole cow milk,2012,t,392700.0
Cheese from whole cow milk,2013,t,384000.0
Cheese from whole cow milk,2014,t,410000.0
Cheese from whole cow milk,2015,t,430000.0
Cheese from whole cow milk,2016,t,440000.0
Cheese from whole cow milk,2017,t,460000.0
Cheese from whole cow milk,2018,t,470000.0
Cheese from whole cow milk,2019,t,471000.0
Cheese from whole cow milk,2020,t,490000.0
Cheese from whole cow milk,2021,t,497000.0
Cheese from whole cow milk,2022,t,511800.0
Cherries,2000,t,400.0
Cherries,2001,t,1400.0
Cherries,2002,t,1300.0
Cherries,2003,t,1000.0
Cherries,2004,t,1100.0
Cherries,2005,t,1100.0
Cherries,2006,t,1100.0
Cherries,2007,t,1220.0
Cherries,2008,t,1200.0
Cherries,2009,t,1250.0
Cherries,2010,t,1200.0
Cherries,2011,t,1501.0
Cherries,2012,t,1662.0
Cherries,2013,t,3462.0
Cherries,2014,t,3990.0
Cherries,2015,t,4700.0
Cherries,2016,t,1700.0
Cherries,2017,t,6484.0
Cherries,2018,t,3568.0
Cherries,2019,t,5745.0
Cherries,2020,t,5647.0
Cherries,2021,t,3167.13
Cherries,2022,t,3817.48
Cherries,2023,t,3926.77
Chickens,2000,1000 An,154504.0
Chickens,2001,1000 An,163876.0
Chickens,2002,1000 An,155005.0
Chickens,2003,1000 An,165324.0
Chickens,2004,1000 An,165931.0
Chickens,2005,1000 An,160528.0
Chickens,2006,1000 An,158202.0
Chickens,2007,1000 An,157513.0
Chickens,2008,1000 An,154180.0
Chickens,2009,1000 An,159288.0
Chickens,2010,1000 An,152000.0
Chickens,2011,1000 An,151000.0
Chickens,2012,1000 An,149000.0
Chickens,2013,1000 An,152000.0
Chickens,2014,1000 An,159000.0
Chickens,2015,1000 An,157000.0
Chickens,2016,1000 An,161000.0
Chickens,2017,1000 An,171000.0
Chickens,2018,1000 An,178000.0
Chickens,2019,1000 An,176000.0
Chickens,2020,1000 An,172000.0
Chickens,2021,1000 An,180000.0
Chickens,2022,1000 An,174193.0
Chickens,2023,1000 An,170233.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2000,t,10800.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2001,t,11200.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2002,t,12900.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2003,t,13000.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2004,t,13600.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2005,t,13600.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2006,t,16000.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2007,t,14900.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2008,t,16300.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2009,t,19400.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2010,t,19200.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2011,t,19100.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2012,t,21300.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2013,t,23500.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2014,t,23700.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2015,t,23100.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2016,t,23040.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2017,t,20570.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2018,t,20640.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,t,20435.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,t,19975.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,t,18130.56
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,t,17347.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,t,17090.3
Coconut oil,2000,t,3100.0
Coconut oil,2001,t,5700.0
Coconut oil,2002,t,6700.0
Coconut oil,2003,t,2300.0
Coconut oil,2004,t,100.0
Coconut oil,2005,t,0.0
Coconut oil,2006,t,0.0
Coconut oil,2007,t,0.0
Coconut oil,2008,t,0.0
Coconut oil,2009,t,0.0
Coconut oil,2010,t,0.0
Coconut oil,2011,t,0.0
Coconut oil,2012,t,0.0
Coconut oil,2013,t,0.0
Coconut oil,2014,t,0.0
Coconut oil,2015,t,0.0
Coconut oil,2016,t,0.0
Coconut oil,2017,t,0.0
Coconut oil,2018,t,0.0
"Cream, fresh",2000,t,75000.0
"Cream, fresh",2001,t,70000.0
"Cream, fresh",2002,t,80000.0
"Cream, fresh",2003,t,100000.0
"Cream, fresh",2004,t,68000.0
"Cream, fresh",2005,t,63000.0
"Cream, fresh",2006,t,58600.0
"Cream, fresh",2007,t,36000.0
"Cream, fresh",2008,t,36000.0
"Cream, fresh",2009,t,36000.0
"Cream, fresh",2010,t,36000.0
"Cream, fresh",2011,t,36000.0
"Cream, fresh",2012,t,60000.0
"Cream, fresh",2013,t,40000.0
"Cream, fresh",2014,t,46287.59
"Cream, fresh",2015,t,50769.21
"Cream, fresh",2016,t,44973.24
"Cream, fresh",2017,t,47516.92
"Cream, fresh",2018,t,10386.52
"Cream, fresh",2019,t,10601.14
"Cream, fresh",2020,t,10475.52
"Cream, fresh",2021,t,10933.26
"Cream, fresh",2022,t,10923.67
Cucumbers and gherkins,2000,t,79800.0
Cucumbers and gherkins,2001,t,71500.0
Cucumbers and gherkins,2002,t,73600.0
Cucumbers and gherkins,2003,t,77000.0
Cucumbers and gherkins,2004,t,61400.0
Cucumbers and gherkins,2005,t,59900.0
Cucumbers and gherkins,2006,t,56500.0
Cucumbers and gherkins,2007,t,49400.0
Cucumbers and gherkins,2008,t,48925.0
Cucumbers and gherkins,2009,t,57700.0
Cucumbers and gherkins,2010,t,64600.0
Cucumbers and gherkins,2011,t,66500.0
Cucumbers and gherkins,2012,t,63300.0
Cucumbers and gherkins,2013,t,57900.0
Cucumbers and gherkins,2014,t,56500.0
Cucumbers and gherkins,2015,t,53600.0
Cucumbers and gherkins,2016,t,52965.0
Cucumbers and gherkins,2017,t,52968.0
Cucumbers and gherkins,2018,t,55080.0
Cucumbers and gherkins,2019,t,58240.0
Cucumbers and gherkins,2020,t,58410.0
Cucumbers and gherkins,2021,t,54992.18
Cucumbers and gherkins,2022,t,42750.0
Cucumbers and gherkins,2023,t,46478.75
Currants,2000,t,12300.0
Currants,2001,t,15400.0
Currants,2002,t,13000.0
Currants,2003,t,19100.0
Currants,2004,t,18200.0
Currants,2005,t,19700.0
Currants,2006,t,15555.0
Currants,2007,t,12500.0
Currants,2008,t,13700.0
Currants,2009,t,15800.0
Currants,2010,t,17300.0
Currants,2011,t,11732.0
Currants,2012,t,11910.0
Currants,2013,t,16986.0
Currants,2014,t,12698.0
Currants,2015,t,15224.0
Currants,2016,t,12238.0
Currants,2017,t,13899.0
Currants,2018,t,15141.0
Currants,2019,t,14042.0
Currants,2020,t,16375.42
Currants,2021,t,12995.25
Currants,2022,t,14878.26
Currants,2023,t,15326.04
Ducks,2000,1000 An,2901.0
Ducks,2001,1000 An,3041.0
Ducks,2002,1000 An,2658.0
Ducks,2003,1000 An,2568.0
Ducks,2004,1000 An,2648.0
Ducks,2005,1000 An,2626.0
Ducks,2006,1000 An,3271.0
Ducks,2007,1000 An,2406.0
Ducks,2008,1000 An,2227.0
Ducks,2009,1000 An,2080.0
Ducks,2010,1000 An,2200.0
Ducks,2011,1000 An,2367.0
Ducks,2012,1000 An,2294.0
Ducks,2013,1000 An,2354.0
Ducks,2014,1000 An,1998.0
Ducks,2015,1000 An,2256.0
Ducks,2016,1000 An,2011.0
Ducks,2017,1000 An,2315.0
Ducks,2018,1000 An,2084.0
Ducks,2019,1000 An,1906.0
Ducks,2020,1000 An,2026.0
Ducks,2021,1000 An,1919.0
Ducks,2022,1000 An,2174.0
Ducks,2023,1000 An,1467.0
"Edible offal of cattle, fresh, chilled or frozen",2000,t,66583.33
"Edible offal of cattle, fresh, chilled or frozen",2001,t,60916.67
"Edible offal of cattle, fresh, chilled or frozen",2002,t,65544.44
"Edible offal of cattle, fresh, chilled or frozen",2003,t,66016.67
"Edible offal of cattle, fresh, chilled or frozen",2004,t,67905.56
"Edible offal of cattle, fresh, chilled or frozen",2005,t,71966.67
"Edible offal of cattle, fresh, chilled or frozen",2006,t,80020.98
"Edible offal of cattle, fresh, chilled or frozen",2007,t,83300.0
"Edible offal of cattle, fresh, chilled or frozen",2008,t,81411.11
"Edible offal of cattle, fresh, chilled or frozen",2009,t,78672.22
"Edible offal of cattle, fresh, chilled or frozen",2010,t,85755.56
"Edible offal of cattle, fresh, chilled or frozen",2011,t,88400.0
"Edible offal of cattle, fresh, chilled or frozen",2012,t,83583.33
"Edible offal of cattle, fresh, chilled or frozen",2013,t,79994.44
"Edible offal of cattle, fresh, chilled or frozen",2014,t,82827.78
"Edible offal of cattle, fresh, chilled or frozen",2015,t,83583.33
"Edible offal of cattle, fresh, chilled or frozen",2016,t,86416.67
"Edible offal of cattle, fresh, chilled or frozen",2017,t,85472.22
"Edible offal of cattle, fresh, chilled or frozen",2018,t,87077.78
"Edible offal of cattle, fresh, chilled or frozen",2019,t,86322.22
"Edible offal of cattle, fresh, chilled or frozen",2020,t,88022.22
"Edible offal of cattle, fresh, chilled or frozen",2021,t,85585.56
"Edible offal of cattle, fresh, chilled or frozen",2022,t,87210.0
"Edible offal of cattle, fresh, chilled or frozen",2023,t,85056.67
"Edible offal of pigs, fresh, chilled or frozen",2000,t,69790.79
"Edible offal of pigs, fresh, chilled or frozen",2001,t,60319.74
"Edible offal of pigs, fresh, chilled or frozen",2002,t,60086.84
"Edible offal of pigs, fresh, chilled or frozen",2003,t,55584.21
"Edible offal of pigs, fresh, chilled or frozen",2004,t,54963.16
"Edible offal of pigs, fresh, chilled or frozen",2005,t,54807.89
"Edible offal of pigs, fresh, chilled or frozen",2006,t,54074.2
"Edible offal of pigs, fresh, chilled or frozen",2007,t,57369.74
"Edible offal of pigs, fresh, chilled or frozen",2008,t,57447.37
"Edible offal of pigs, fresh, chilled or frozen",2009,t,55914.38
"Edible offal of pigs, fresh, chilled or frozen",2010,t,58844.74
"Edible offal of pigs, fresh, chilled or frozen",2011,t,62571.05
"Edible offal of pigs, fresh, chilled or frozen",2012,t,64046.05
"Edible offal of pigs, fresh, chilled or frozen",2013,t,64667.11
"Edible offal of pigs, fresh, chilled or frozen",2014,t,66996.05
"Edible offal of pigs, fresh, chilled or frozen",2015,t,69868.42
"Edible offal of pigs, fresh, chilled or frozen",2016,t,71343.42
"Edible offal of pigs, fresh, chilled or frozen",2017,t,70101.32
"Edible offal of pigs, fresh, chilled or frozen",2018,t,71964.47
"Edible offal of pigs, fresh, chilled or frozen",2019,t,74293.42
"Edible offal of pigs, fresh, chilled or frozen",2020,t,76389.47
"Edible offal of pigs, fresh, chilled or frozen",2021,t,80356.45
"Edible offal of pigs, fresh, chilled or frozen",2022,t,80845.53
"Edible offal of pigs, fresh, chilled or frozen",2023,t,71917.89
"Edible offal of sheep, fresh, chilled or frozen",2000,t,54821.57
"Edible offal of sheep, fresh, chilled or frozen",2001,t,38217.65
"Edible offal of sheep, fresh, chilled or frozen",2002,t,43943.14
"Edible offal of sheep, fresh, chilled or frozen",2003,t,43370.59
"Edible offal of sheep, fresh, chilled or frozen",2004,t,44658.82
"Edible offal of sheep, fresh, chilled or frozen",2005,t,47378.43
"Edible offal of sheep, fresh, chilled or frozen",2006,t,47736.27
"Edible offal of sheep, fresh, chilled or frozen",2007,t,47163.73
"Edible offal of sheep, fresh, chilled or frozen",2008,t,47464.31
"Edible offal of sheep, fresh, chilled or frozen",2009,t,44816.27
"Edible offal of sheep, fresh, chilled or frozen",2010,t,41051.76
"Edible offal of sheep, fresh, chilled or frozen",2011,t,43041.37
"Edible offal of sheep, fresh, chilled or frozen",2012,t,39362.75
"Edible offal of sheep, fresh, chilled or frozen",2013,t,41366.67
"Edible offal of sheep, fresh, chilled or frozen",2014,t,42654.9
"Edible offal of sheep, fresh, chilled or frozen",2015,t,43227.45
"Edible offal of sheep, fresh, chilled or frozen",2016,t,41652.94
"Edible offal of sheep, fresh, chilled or frozen",2017,t,42798.04
"Edible offal of sheep, fresh, chilled or frozen",2018,t,41366.67
"Edible offal of sheep, fresh, chilled or frozen",2019,t,43943.14
"Edible offal of sheep, fresh, chilled or frozen",2020,t,42368.63
"Edible offal of sheep, fresh, chilled or frozen",2021,t,40507.84
"Edible offal of sheep, fresh, chilled or frozen",2022,t,41681.57
"Edible offal of sheep, fresh, chilled or frozen",2023,t,40937.25
"Edible offals of horses and other equines,  fresh, chilled or frozen",2000,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2001,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2002,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2003,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2004,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2005,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2006,t,336.34
"Edible offals of horses and other equines,  fresh, chilled or frozen",2007,t,320.32
"Edible offals of horses and other equines,  fresh, chilled or frozen",2008,t,402.67
"Edible offals of horses and other equines,  fresh, chilled or frozen",2009,t,417.54
"Edible offals of horses and other equines,  fresh, chilled or frozen",2010,t,432.04
"Edible offals of horses and other equines,  fresh, chilled or frozen",2011,t,446.2
"Edible offals of horses and other equines,  fresh, chilled or frozen",2012,t,460.04
"Edible offals of horses and other equines,  fresh, chilled or frozen",2013,t,473.6
"Edible offals of horses and other equines,  fresh, chilled or frozen",2014,t,483.25
"Edible offals of horses and other equines,  fresh, chilled or frozen",2015,t,513.54
"Edible offals of horses and other equines,  fresh, chilled or frozen",2016,t,528.66
"Edible offals of horses and other equines,  fresh, chilled or frozen",2017,t,543.65
"Edible offals of horses and other equines,  fresh, chilled or frozen",2018,t,558.52
"Edible offals of horses and other equines,  fresh, chilled or frozen",2019,t,573.27
"Edible offals of horses and other equines,  fresh, chilled or frozen",2020,t,587.88
"Edible offals of horses and other equines,  fresh, chilled or frozen",2021,t,602.33
"Edible offals of horses and other equines,  fresh, chilled or frozen",2022,t,616.61
"Edible offals of horses and other equines,  fresh, chilled or frozen",2023,t,605.28
"Eggs from other birds in shell, fresh, n.e.c.",2000,t,15300.0
"Eggs from other birds in shell, fresh, n.e.c.",2001,t,17189.0
"Eggs from other birds in shell, fresh, n.e.c.",2002,t,17935.0
"Eggs from other birds in shell, fresh, n.e.c.",2003,t,18110.0
"Eggs from other birds in shell, fresh, n.e.c.",2004,t,16325.0
"Eggs from other birds in shell, fresh, n.e.c.",2005,t,16000.0
"Eggs from other birds in shell, fresh, n.e.c.",2006,t,16648.0
"Eggs from other birds in shell, fresh, n.e.c.",2007,t,13926.0
"Eggs from other birds in shell, fresh, n.e.c.",2008,t,13378.0
"Eggs from other birds in shell, fresh, n.e.c.",2009,t,13000.0
"Eggs from other birds in shell, fresh, n.e.c.",2010,t,13000.0
"Eggs from other birds in shell, fresh, n.e.c.",2011,t,16000.0
"Eggs from other birds in shell, fresh, n.e.c.",2012,t,15000.0
"Eggs from other birds in shell, fresh, n.e.c.",2013,t,14000.0
"Eggs from other birds in shell, fresh, n.e.c.",2014,t,15000.0
"Eggs from other birds in shell, fresh, n.e.c.",2015,t,14000.0
"Eggs from other birds in shell, fresh, n.e.c.",2016,t,14000.0
"Eggs from other birds in shell, fresh, n.e.c.",2017,t,14000.0
"Eggs from other birds in shell, fresh, n.e.c.",2018,t,14000.0
"Eggs from other birds in shell, fresh, n.e.c.",2019,t,14000.0
"Eggs from other birds in shell, fresh, n.e.c.",2020,t,11000.0
"Eggs from other birds in shell, fresh, n.e.c.",2021,t,11000.0
"Eggs from other birds in shell, fresh, n.e.c.",2022,t,8000.0
"Eggs from other birds in shell, fresh, n.e.c.",2023,t,8000.0
Fat of pigs,2000,t,56778.95
Fat of pigs,2001,t,49073.68
Fat of pigs,2002,t,48884.21
Fat of pigs,2003,t,45221.05
